Taxid	Name	Taxid2	Length	tax_id	parent_id	rank	tax_name	root	below_root	superkingdom	below_superkingdom	below_below_superkingdom	below_below_below_superkingdom	below_below_below_below_superkingdom	below_below_below_below_below_superkingdom	below_below_below_below_below_below_superkingdom	kingdom	subkingdom	superphylum	phylum	below_phylum	below_below_phylum	subphylum	below_subphylum	below_below_subphylum	class	below_class	below_below_class	subclass	order	below_order	below_below_order	suborder	family	below_family	below_below_family	below_below_below_family	subfamily	below_subfamily	tribe	genus	below_genus	below_below_genus	subgenus	species_group	species_subgroup	below_species_subgroup	species	below_species	below_below_species	below_below_below_species	subspecies	below_subspecies	below_below_subspecies	below_below_below_subspecies	varietas	below_varietas
1159198	"Mycoplasma_gallisepticum_NC95_13295-2-2P"	1159198	953989	1159198	2096	below_species	Mycoplasma_gallisepticum_NC95_13295-2-2P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159198	NA	NA	NA	NA	NA	NA	NA	NA
1159199	"Mycoplasma_gallisepticum_NC96_1596-4-2P"	1159199	986257	1159199	2096	below_species	Mycoplasma_gallisepticum_NC96_1596-4-2P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159199	NA	NA	NA	NA	NA	NA	NA	NA
1159200	"Mycoplasma_gallisepticum_NY01_2001.047-5-1P"	1159200	965525	1159200	2096	below_species	Mycoplasma_gallisepticum_NY01_2001.047-5-1P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159200	NA	NA	NA	NA	NA	NA	NA	NA
1159201	"Mycoplasma_gallisepticum_WI01_2001.043-13-2P"	1159201	939844	1159201	2096	below_species	Mycoplasma_gallisepticum_WI01_2001.043-13-2P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159201	NA	NA	NA	NA	NA	NA	NA	NA
1159202	"Mycoplasma_gallisepticum_NC06_2006.080-5-2P"	1159202	938869	1159202	2096	below_species	Mycoplasma_gallisepticum_NC06_2006.080-5-2P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159202	NA	NA	NA	NA	NA	NA	NA	NA
1159203	"Mycoplasma_gallisepticum_CA06_2006.052-5-2P"	1159203	976412	1159203	2096	below_species	Mycoplasma_gallisepticum_CA06_2006.052-5-2P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159203	NA	NA	NA	NA	NA	NA	NA	NA
1159204	"Mycoplasma_gallisepticum_NC08_2008.031-4-3P"	1159204	926650	1159204	2096	below_species	Mycoplasma_gallisepticum_NC08_2008.031-4-3P	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	544448	NA	NA	NA	NA	NA	31969	NA	NA	NA	2085	NA	NA	NA	2092	NA	NA	NA	NA	NA	NA	2093	NA	NA	NA	NA	NA	NA	2096	1159204	NA	NA	NA	NA	NA	NA	NA	NA
1160717	"Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._B182"	1160717	4788046	1160717	611	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._B182	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	611	1160717	NA	NA	NA
1161911	"Corynebacterium_pseudotuberculosis_Cp162"	1161911	2293464	1161911	1719	below_species	Corynebacterium_pseudotuberculosis_Cp162	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1653	NA	NA	NA	NA	NA	NA	1716	NA	NA	NA	NA	NA	NA	1719	1161911	NA	NA	NA	NA	NA	NA	NA	NA
1161918	"Brachyspira_pilosicoli_WesB"	1161918	2889522	1161918	52584	below_species	Brachyspira_pilosicoli_WesB	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	203691	NA	NA	NA	NA	NA	203692	NA	NA	NA	1643686	NA	NA	NA	143786	NA	NA	NA	NA	NA	NA	29521	NA	NA	NA	NA	NA	NA	52584	1161918	NA	NA	NA	NA	NA	NA	NA	NA
1162668	"Leptospirillum_ferrooxidans_C2-3"	1162668	2559538	1162668	180	below_species	Leptospirillum_ferrooxidans_C2-3	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	40117	NA	NA	NA	NA	NA	203693	NA	NA	NA	189778	NA	NA	NA	189779	NA	NA	NA	NA	NA	NA	179	NA	NA	NA	655606	NA	NA	180	1162668	NA	NA	NA	NA	NA	NA	NA	NA
1163389	"Francisella_noatunensis_subsp._orientalis_str._Toba_04"	1163389	1847202	1163389	299583	below_subspecies	Francisella_noatunensis_subsp._orientalis_str._Toba_04	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	72273	NA	NA	NA	34064	NA	NA	NA	NA	NA	NA	262	NA	NA	NA	NA	NA	NA	657445	NA	NA	NA	299583	1163389	NA	NA	NA	NA
1163399	"Stenotrophomonas_maltophilia_D457"	1163399	4769156	1163399	40324	below_species	Stenotrophomonas_maltophilia_D457	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135614	NA	NA	NA	32033	NA	NA	NA	NA	NA	NA	40323	995085	NA	NA	NA	NA	NA	40324	1163399	NA	NA	NA	NA	NA	NA	NA	NA
1163617	"Sulfuricella_denitrificans_skB26"	1163617	3217213	1163617	649841	below_species	Sulfuricella_denitrificans_skB26	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28216	NA	NA	NA	1559979	NA	NA	NA	1559980	NA	NA	NA	NA	NA	NA	935200	NA	NA	NA	NA	NA	NA	649841	1163617	NA	NA	NA	NA	NA	NA	NA	NA
1163730	"Fervidicoccus_fontis_Kam940"	1163730	1319206	1163730	683846	below_species	Fervidicoccus_fontis_Kam940	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28889	NA	NA	NA	NA	NA	183924	NA	NA	NA	685948	NA	NA	NA	685949	NA	NA	NA	NA	NA	NA	685950	NA	NA	NA	NA	NA	NA	683846	1163730	NA	NA	NA	NA	NA	NA	NA	NA
1163739	"Helicobacter_pylori_Shi417"	1163739	1665719	1163739	210	below_species	Helicobacter_pylori_Shi417	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1163739	NA	NA	NA	NA	NA	NA	NA	NA
1163740	"Helicobacter_pylori_Shi112"	1163740	1663456	1163740	210	below_species	Helicobacter_pylori_Shi112	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1163740	NA	NA	NA	NA	NA	NA	NA	NA
1163741	"Helicobacter_pylori_Shi169"	1163741	1616909	1163741	210	below_species	Helicobacter_pylori_Shi169	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1163741	NA	NA	NA	NA	NA	NA	NA	NA
1163742	"Helicobacter_pylori_PeCan18"	1163742	1660685	1163742	210	below_species	Helicobacter_pylori_PeCan18	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1163742	NA	NA	NA	NA	NA	NA	NA	NA
1163743	"Helicobacter_pylori_HUP-B14"	1163743	1607584	1163743	210	below_species	Helicobacter_pylori_HUP-B14	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	210	1163743	NA	NA	NA	NA	NA	NA	NA	NA
1163745	"Helicobacter_cetorum_MIT_99-5656"	1163745	1847790	1163745	138563	below_species	Helicobacter_cetorum_MIT_99-5656	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	138563	1163745	NA	NA	NA	NA	NA	NA	NA	NA
1163748	"Marinobacter_hydrocarbonoclasticus_ATCC_49840"	1163748	3989480	1163748	2743	below_species	Marinobacter_hydrocarbonoclasticus_ATCC_49840	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135622	NA	NA	NA	72275	NA	NA	NA	NA	NA	NA	2742	NA	NA	NA	NA	NA	NA	2743	1163748	NA	NA	NA	NA	NA	NA	NA	NA
1166016	"Pectobacterium_sp._SCC3193"	1166016	5164411	1166016	122277	species	Pectobacterium_sp._SCC3193	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	122277	NA	NA	NA	NA	NA	NA	1166016	NA	NA	NA	NA	NA	NA	NA	NA	NA
1166018	"Fibrella_aestuarina_BUZ_2"	1166018	6937263	1166018	651143	below_species	Fibrella_aestuarina_BUZ_2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	68336	976	NA	NA	NA	NA	NA	768503	NA	NA	NA	768507	NA	NA	NA	89373	NA	NA	NA	NA	NA	NA	861914	NA	NA	NA	NA	NA	NA	651143	1166018	NA	NA	NA	NA	NA	NA	NA	NA
1166130	"Enterobacter_sp._R4-368"	1166130	5155034	1166130	547	species	Enterobacter_sp._R4-368	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	547	NA	NA	NA	NA	NA	NA	1166130	NA	NA	NA	NA	NA	NA	NA	NA	NA
1167006	"Desulfocapsa_sulfexigens_DSM_10523"	1167006	4023512	1167006	65555	below_species	Desulfocapsa_sulfexigens_DSM_10523	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213118	NA	NA	NA	213121	NA	NA	NA	NA	NA	NA	53318	NA	NA	NA	NA	NA	NA	65555	1167006	NA	NA	NA	NA	NA	NA	NA	NA
1167629	"Bifidobacterium_animalis_subsp._lactis_ATCC_27673"	1167629	1963012	1167629	302911	below_subspecies	Bifidobacterium_animalis_subsp._lactis_ATCC_27673	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	28025	NA	NA	NA	302911	1167629	NA	NA	NA	NA
1167634	"Achromobacter_xylosoxidans_NH44784-1996"	1167634	6916670	1167634	85698	below_species	Achromobacter_xylosoxidans_NH44784-1996	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28216	NA	NA	NA	80840	NA	NA	NA	506	NA	NA	NA	NA	NA	NA	222	NA	NA	NA	NA	NA	NA	85698	1167634	NA	NA	NA	NA	NA	NA	NA	NA
1168287	"Mycobacterium_sp._MOTT36Y"	1168287	5613626	1168287	1763	species	Mycobacterium_sp._MOTT36Y	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1762	NA	NA	NA	NA	NA	NA	1763	NA	NA	NA	NA	NA	NA	1168287	NA	NA	NA	NA	NA	NA	NA	NA	NA
1168290	"Bifidobacterium_animalis_subsp._lactis_B420"	1168290	1938595	1168290	302911	below_subspecies	Bifidobacterium_animalis_subsp._lactis_B420	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85004	NA	NA	NA	31953	NA	NA	NA	NA	NA	NA	1678	NA	NA	NA	NA	NA	NA	28025	NA	NA	NA	302911	1168290	NA	NA	NA	NA
1168865	"Corynebacterium_pseudotuberculosis_258"	1168865	2314404	1168865	1719	below_species	Corynebacterium_pseudotuberculosis_258	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85007	NA	NA	NA	1653	NA	NA	NA	NA	NA	NA	1716	NA	NA	NA	NA	NA	NA	1719	1168865	NA	NA	NA	NA	NA	NA	NA	NA
1170318	"Propionibacterium_avidum_44067"	1170318	2526138	1170318	33010	below_species	Propionibacterium_avidum_44067	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85009	NA	NA	NA	31957	NA	NA	NA	NA	NA	NA	1743	NA	NA	NA	NA	NA	NA	33010	1170318	NA	NA	NA	NA	NA	NA	NA	NA
1170562	"Calothrix_sp._PCC_6303"	1170562	6960392	1170562	32054	below_species	Calothrix_sp._PCC_6303	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	NA	1161	NA	NA	NA	1185	NA	NA	NA	NA	NA	NA	1186	NA	NA	NA	NA	NA	NA	32054	1170562	NA	NA	NA	NA	NA	NA	NA	NA
1171373	"Propionibacterium_acidipropionici_ATCC_4875"	1171373	3656170	1171373	1748	below_species	Propionibacterium_acidipropionici_ATCC_4875	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85009	NA	NA	NA	31957	NA	NA	NA	NA	NA	NA	1743	NA	NA	NA	NA	NA	NA	1748	1171373	NA	NA	NA	NA	NA	NA	NA	NA
1171376	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288"	1171376	5017059	1171376	90371	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	90371	1171376	NA	NA	NA
1171377	"Bibersteinia_trehalosi_USDA-ARS-USMARC-192"	1171377	2407846	1171377	47735	below_species	Bibersteinia_trehalosi_USDA-ARS-USMARC-192	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	135625	NA	NA	NA	712	NA	NA	NA	NA	NA	NA	476528	NA	NA	NA	NA	NA	NA	47735	1171377	NA	NA	NA	NA	NA	NA	NA	NA
1172562	"Helicobacter_cinaedi_PAGU611"	1172562	2101402	1172562	213	below_species	Helicobacter_cinaedi_PAGU611	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	29547	NA	NA	NA	213849	NA	NA	NA	72293	NA	NA	NA	NA	NA	NA	209	NA	NA	NA	NA	NA	NA	213	1172562	NA	NA	NA	NA	NA	NA	NA	NA
1173020	"Chamaesiphon_minutus_PCC_6605"	1173020	6761765	1173020	1173032	below_species	Chamaesiphon_minutus_PCC_6605	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217161	NA	NA	NA	NA	NA	NA	1173032	1173020	NA	NA	NA	NA	NA	NA	NA	NA
1173022	"Crinalium_epipsammum_PCC_9333"	1173022	5620407	1173022	241425	below_species	Crinalium_epipsammum_PCC_9333	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241421	NA	NA	NA	NA	NA	NA	241425	1173022	NA	NA	NA	NA	NA	NA	NA	NA
1173025	"Geitlerinema_sp._PCC_7407"	1173025	4681111	1173025	63132	species	Geitlerinema_sp._PCC_7407	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63132	NA	NA	NA	NA	NA	NA	1173025	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173026	"Gloeocapsa_sp._PCC_7428"	1173026	5882710	1173026	102231	species	Gloeocapsa_sp._PCC_7428	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102231	NA	NA	NA	NA	NA	NA	1173026	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173027	"Microcoleus_sp._PCC_7113"	1173027	7966510	1173027	44471	species	Microcoleus_sp._PCC_7113	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44471	NA	NA	NA	NA	NA	NA	1173027	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173064	"Anaplasma_phagocytophilum_str._JM"	1173064	1481598	1173064	948	below_species	Anaplasma_phagocytophilum_str._JM	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	942	NA	NA	NA	NA	NA	NA	768	NA	NA	NA	106179	NA	NA	948	1173064	NA	NA	NA	NA	NA	NA	NA	NA
1173263	"Synechococcus_sp._PCC_7502"	1173263	3583735	1173263	1129	species	Synechococcus_sp._PCC_7502	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	NA	NA	NA	1301283	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1129	NA	NA	NA	NA	NA	NA	1173263	NA	NA	NA	NA	NA	NA	NA	NA	NA
1173427	"Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189"	1173427	4808805	1173427	58096	below_below_subspecies	Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	590	NA	NA	NA	NA	NA	NA	28901	NA	NA	NA	59201	58096	1173427	NA	NA	NA
1174529	"Candidatus_Liberibacter_asiaticus_str._gxpsy"	1174529	1268237	1174529	34021	below_species	Candidatus_Liberibacter_asiaticus_str._gxpsy	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	356	NA	NA	NA	82115	NA	NA	NA	NA	NA	NA	34019	NA	NA	NA	NA	NA	NA	34021	1174529	NA	NA	NA	NA	NA	NA	NA	NA
1175854	"Lambdapapillomavirus_3"	1175854	8242	1175854	325462	species	Lambdapapillomavirus_3	1	NA	10239	35237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151340	NA	NA	NA	NA	NA	NA	325462	NA	NA	NA	NA	NA	NA	1175854	NA	NA	NA	NA	NA	NA	NA	NA	NA
1178016	"Encephalitozoon_romaleae_SJ-2008"	1178016	1957128	1178016	571949	below_species	Encephalitozoon_romaleae_SJ-2008	1	131567	2759	33154	NA	NA	NA	NA	NA	4751	NA	NA	6029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6032	36734	NA	NA	NA	NA	NA	NA	6033	NA	NA	NA	NA	NA	NA	571949	1178016	NA	NA	NA	NA	NA	NA	NA	NA
1179773	"Saccharothrix_espanaensis_DSM_44229"	1179773	9360653	1179773	103731	below_species	Saccharothrix_espanaensis_DSM_44229	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	201174	NA	NA	NA	NA	NA	1760	NA	NA	NA	85010	NA	NA	NA	2070	NA	NA	NA	NA	NA	NA	2071	NA	NA	NA	NA	NA	NA	103731	1179773	NA	NA	NA	NA	NA	NA	NA	NA
1183377	"Pyrococcus_sp._ST04"	1183377	1736885	1183377	2260	species	Pyrococcus_sp._ST04	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183968	NA	NA	NA	2258	NA	NA	NA	2259	NA	NA	NA	NA	NA	NA	2260	NA	NA	NA	NA	NA	NA	1183377	NA	NA	NA	NA	NA	NA	NA	NA	NA
1183438	"Gloeobacter_kilaueensis_JS1"	1183438	4724791	1183438	1416614	below_species	Gloeobacter_kilaueensis_JS1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1117	NA	NA	NA	NA	NA	307596	NA	NA	NA	307595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33071	NA	NA	NA	NA	NA	NA	1416614	1183438	NA	NA	NA	NA	NA	NA	NA	NA
1184251	"Thermogladius_cellulolyticus_1633"	1184251	1356318	1184251	1200300	below_species	Thermogladius_cellulolyticus_1633	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28889	NA	NA	NA	NA	NA	183924	NA	NA	NA	114380	NA	NA	NA	2272	NA	NA	NA	NA	NA	NA	477695	NA	NA	NA	NA	NA	NA	1200300	1184251	NA	NA	NA	NA	NA	NA	NA	NA
1184252	"Streptococcus_suis_S735"	1184252	1980887	1184252	1307	below_species	Streptococcus_suis_S735	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1307	1184252	NA	NA	NA	NA	NA	NA	NA	NA
1184253	"Anaplasma_phagocytophilum_str._HZ2"	1184253	1477581	1184253	948	below_species	Anaplasma_phagocytophilum_str._HZ2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	942	NA	NA	NA	NA	NA	NA	768	NA	NA	NA	106179	NA	NA	948	1184253	NA	NA	NA	NA	NA	NA	NA	NA
1184254	"Anaplasma_phagocytophilum_str._Dog2"	1184254	1473302	1184254	948	below_species	Anaplasma_phagocytophilum_str._Dog2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	766	NA	NA	NA	942	NA	NA	NA	NA	NA	NA	768	NA	NA	NA	106179	NA	NA	948	1184254	NA	NA	NA	NA	NA	NA	NA	NA
1184267	"Bdellovibrio_exovorus_JSS"	1184267	2657893	1184267	453816	below_species	Bdellovibrio_exovorus_JSS	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	68525	NA	NA	28221	NA	NA	NA	213481	NA	NA	NA	213483	NA	NA	NA	NA	NA	NA	958	NA	NA	NA	NA	NA	NA	453816	1184267	NA	NA	NA	NA	NA	NA	NA	NA
1185652	"Sinorhizobium_fredii_USDA_257"	1185652	6476459	1185652	380	below_species	Sinorhizobium_fredii_USDA_257	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	28211	NA	NA	NA	356	NA	NA	NA	82115	227292	NA	NA	NA	NA	NA	28105	663276	NA	NA	NA	NA	NA	380	1185652	NA	NA	NA	NA	NA	NA	NA	NA
1185654	"Pyrococcus_furiosus_COM1"	1185654	1909827	1185654	2261	below_species	Pyrococcus_furiosus_COM1	1	131567	2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	28890	NA	NA	NA	NA	NA	183968	NA	NA	NA	2258	NA	NA	NA	2259	NA	NA	NA	NA	NA	NA	2260	NA	NA	NA	NA	NA	NA	2261	1185654	NA	NA	NA	NA	NA	NA	NA	NA
1186051	"Blattabacterium_sp._(Blaberus_giganteus)"	1186051	632588	1186051	34098	species	Blattabacterium_sp._(Blaberus_giganteus)	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	68336	976	NA	NA	NA	NA	NA	117743	NA	NA	NA	200644	NA	NA	NA	39782	NA	NA	NA	NA	NA	NA	34098	NA	NA	NA	NA	NA	NA	1186051	NA	NA	NA	NA	NA	NA	NA	NA	NA
1187956	"Streptococcus_thermophilus_MN-ZLW-002"	1187956	1848520	1187956	1308	below_species	Streptococcus_thermophilus_MN-ZLW-002	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	186826	NA	NA	NA	1300	NA	NA	NA	NA	NA	NA	1301	NA	NA	NA	NA	NA	NA	1308	1187956	NA	NA	NA	NA	NA	NA	NA	NA
1191061	"Klebsiella_oxytoca_E718"	1191061	6561678	1191061	571	below_species	Klebsiella_oxytoca_E718	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1224	NA	NA	NA	NA	NA	1236	NA	NA	NA	91347	NA	NA	NA	543	NA	NA	NA	NA	NA	NA	570	NA	NA	NA	NA	NA	NA	571	1191061	NA	NA	NA	NA	NA	NA	NA	NA
1191523	"Melioribacter_roseus_P3M-2"	1191523	3300414	1191523	1134405	below_species	Melioribacter_roseus_P3M-2	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	68336	1134404	NA	NA	NA	NA	NA	795747	NA	NA	NA	795748	NA	NA	NA	1334117	NA	NA	NA	NA	NA	NA	1134403	NA	NA	NA	NA	NA	NA	1134405	1191523	NA	NA	NA	NA	NA	NA	NA	NA
1192196	"Bacillus_subtilis_subsp._subtilis_str._BSP1"	1192196	4043754	1192196	135461	below_subspecies	Bacillus_subtilis_subsp._subtilis_str._BSP1	1	131567	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1239	NA	NA	NA	NA	NA	91061	NA	NA	NA	1385	NA	NA	NA	186817	NA	NA	NA	NA	NA	NA	1386	NA	NA	NA	653685	NA	NA	1423	NA	NA	NA	135461	1192196	NA	NA	NA	NA
